iata_code,ident,gps_code,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,type
AKU,ZWAK,ZWAK,Aksu Airport,41.262501,80.291702,3816,AS,CN,CN-65,Aksu,medium_airport
AKV,CYKO,CYKO,Akulivik Airport,60.818599700927734,-78.14859771728516,75,NA,CA,CA-QC,Akulivik,medium_airport
AKW,OIAG,OIAG,Aghajari Airport,30.7444,49.6772,88,AS,IR,IR-10,Aghajari,medium_airport
AKX,UATT,UATT,Aktobe Airport,50.2458,57.206699,738,AS,KZ,KZ-AKT,Aktyubinsk,medium_airport
AKY,VYSW,VYSW,Sittwe Airport,20.132699966430664,92.87259674072266,27,AS,MM,MM-16,Sittwe,medium_airport
ALA,UAAA,UAAA,Almaty Airport,43.35210037231445,77.04049682617188,2234,AS,KZ,KZ-ALM,Almaty,large_airport
ALB,KALB,KALB,Albany International Airport,42.74829864501953,-73.80169677734375,285,NA,US,US-NY,Albany,medium_airport
ALC,LEAL,LEAL,Alicante International Airport,38.28219985961914,-0.5581560134887695,142,EU,ES,ES-V,Alicante,large_airport
ALD,SPAR,SPAR,Alerta Airport,-11.682999610900879,-69.33300018310547,797,SA,PE,PE-MDD,Fortaleza,small_airport
ALE,KE38,,Alpine Casparis Municipal Airport,30.384199142499998,-103.683998108,4515,NA,US,US-TX,Alpine,small_airport
ALF,ENAT,ENAT,Alta Airport,69.976097106934,23.371700286865,9,EU,NO,NO-20,Alta,medium_airport
ALG,DAAG,DAAG,Houari Boumediene Airport,36.691001892089844,3.215409994125366,82,AF,DZ,DZ-35,Algiers,large_airport
ALH,YABA,YABA,Albany Airport,-34.94329833984375,117.80899810791016,233,OC,AU,AU-WA,Albany,medium_airport
ALI,KALI,KALI,Alice International Airport,27.740900039699998,-98.02690124510002,178,NA,US,US-TX,Alice,medium_airport
ALJ,FAAB,FAAB,Alexander Bay Airport,-28.575001,16.5333,98,AF,ZA,ZA-NC,Alexander Bay,medium_airport
ALL,LIMG,LIMG,Villanova D'Albenga International Airport,44.050598,8.12743,148,EU,IT,IT-42,Albenga (SV),medium_airport
ALM,KALM,KALM,Alamogordo White Sands Regional Airport,32.8399009705,-105.990997314,4200,NA,US,US-NM,Alamogordo,medium_airport
ALN,KALN,KALN,St Louis Regional Airport,38.89030075069999,-90.0459976196,544,NA,US,US-IL,Alton/St Louis,medium_airport
ALO,KALO,KALO,Waterloo Regional Airport,42.557098388671875,-92.40029907226562,873,NA,US,US-IA,Waterloo,medium_airport
ALP,OSAP,OSAP,Aleppo International Airport,36.18069839477539,37.22439956665039,1276,AS,SY,SY-HL,Aleppo,large_airport
ALQ,SSLT,SSLT,Alegrete Novo Airport,-29.812700271599997,-55.8933982849,459,SA,BR,BR-RS,Alegrete,small_airport
ALR,NZLX,NZLX,Alexandra Airport,-45.211700439453125,169.3730010986328,752,OC,NZ,NZ-OTA,Alexandra,medium_airport
ALS,KALS,KALS,San Luis Valley Regional Bergman Field,37.434898,-105.866997,7539,NA,US,US-CO,Alamosa,medium_airport
ALT,BR-ALT,SDWQ,Alenquer Airport,-1.917,-54.7231,55,SA,BR,BR-PA,Alenquer,small_airport
ALU,HCMA,HCMA,Alula Airport,11.9582,50.748,6,AF,SO,SO-BR,Alula,small_airport
ALW,KALW,KALW,Walla Walla Regional Airport,46.09489822,-118.288002,1194,NA,US,US-WA,Walla Walla,medium_airport
ALX,KALX,KALX,Thomas C Russell Field,32.914699554399995,-85.9629974365,686,NA,US,US-AL,Alexander City,small_airport
ALY,HEAX,HEAX,El Nouzha Airport,31.183900833129883,29.94890022277832,-6,AF,EG,EG-ALX,Alexandria,medium_airport
AMA,KAMA,KAMA,Rick Husband Amarillo International Airport,35.219398,-101.706001,3607,NA,US,US-TX,Amarillo,large_airport
AMB,FMNE,FMNE,Ambilobe Airport,-13.188400268554688,48.987998962402344,72,AF,MG,MG-D,,small_airport
AMC,FTTN,FTTN,Am Timan Airport,11.0340003967,20.274000167799997,1420,AF,TD,TD-SA,Am Timan,small_airport
AMD,VAAH,VAAH,Sardar Vallabhbhai Patel International Airport,23.0771999359,72.63469696039999,189,AS,IN,IN-GJ,Ahmedabad,medium_airport
AME,AME,,Alto Molocue Airport,-15.6102777778,37.6813888889,1950,AF,MZ,MZ-Q,Alto Molocue,small_airport
AMF,AMF,AYAA,Ama Airport,-4.10111111111,141.67,145,OC,PG,PG-ESW,,small_airport
AMH,HAAM,HAAM,Arba Minch Airport,6.0393900871276855,37.59049987792969,3901,AF,ET,ET-SN,,medium_airport
AMI,WADA,WADA,Selaparang Airport,-8.560709953309999,116.095001221,52,AS,ID,ID-NB,Mataram-Lombok Island,small_airport
AMJ,SNAR,SNAR,Cirilo Queiroz Airport,-16.18389,-40.66722,640,SA,BR,BR-MG,Almenara,small_airport
AMK,K00C,,Animas Air Park,37.203201293899994,-107.869003296,6684,NA,US,US-CO,Durango,small_airport
AMM,OJAI,OJAI,Queen Alia International Airport,31.7226009369,35.9931983948,2395,AS,JO,JO-AM,Amman,large_airport
AMN,KAMN,KAMN,Gratiot Community Airport,43.322101593,-84.68800354,754,NA,US,US-MI,Alma,small_airport
AMO,FTTU,FTTU,Mao Airport,14.145600318908691,15.314399719238281,1072,AF,TD,TD-KA,Mao,small_airport
AMP,FMSY,FMSY,Ampanihy Airport,-24.69969940185547,44.73419952392578,771,AF,MG,MG-U,Ampanihy,small_airport
AMQ,WAPP,WAPP,Pattimura Airport Ambon,-3.7102599144,128.089004517,33,AS,ID,ID-MA,Ambon,medium_airport
AMS,EHAM,EHAM,Amsterdam Airport Schiphol,52.308601,4.76389,-11,EU,NL,NL-NH,Amsterdam,large_airport
AMT,YAMT,YAMT,Amata Airport,-26.097363,131.202732,695,OC,AU,AU-SA,,small_airport
AMU,AMU,AYAM,Amanab Airport,-3.586,141.214333333,1307,OC,PG,PG-SAN,Amanab,small_airport
AMV,ULDD,ULDD,Amderma Airport,69.76329803466797,61.556400299072266,13,AS,RU,RU-NEN,Amderma,medium_airport
AMW,KAMW,KAMW,Ames Municipal Airport,41.992001,-93.621803,956,NA,US,US-IA,Ames,small_airport
AMX,YAMM,YAMM,Ammaroo Airport,-21.738300323486328,135.24200439453125,,OC,AU,AU-NT,,small_airport
AMY,AMY,,Ambatomainty Airport,-17.6866666667,45.623888888900005,1025,AF,MG,MG-M,,small_airport
AMZ,NZAR,NZAR,Ardmore Airport,-37.029701232910156,174.97300720214844,111,OC,NZ,NZ-AUK,Manurewa,medium_airport
ANA,KE-6112,HKOM,Angama Airport,-1.27156,34.955513,6180,AF,KE,KE-700,Maasai Mara,small_airport
ANB,KANB,KANB,Anniston Regional Airport,33.5882,-85.8581,612,NA,US,US-AL,Anniston,medium_airport
ANC,PANC,PANC,Ted Stevens Anchorage International Airport,61.174400329589844,-149.99600219726562,152,NA,US,US-AK,Anchorage,large_airport
AND,KAND,KAND,Anderson Regional Airport,34.4945983887,-82.70939636230001,782,NA,US,US-SC,Anderson,medium_airport
ANE,LFJR,LFJR,Angers-Loire Airport,47.560299,-0.312222,194,EU,FR,FR-PDL,Angers/Marce,medium_airport
ANF,SCFA,SCFA,Andres Sabella Galvez International Airport,-23.444501,-70.445099,455,SA,CL,CL-AN,Antofagasta,medium_airport
ANG,LFBU,LFBU,Angoulême-Brie-Champniers Airport,45.72919845581055,0.22145600616931915,436,EU,FR,FR-NAQ,Angoulême/Brie/Champniers,medium_airport
ANI,PANI,PANI,Aniak Airport,61.581600189208984,-159.54299926757812,88,NA,US,US-AK,Aniak,medium_airport
ANJ,FCBZ,FCBZ,Zanaga Airport,-2.8499999046325684,13.817000389099121,1870,AF,CG,CG-2,Zanaga,small_airport
ANK,LTAD,LTAD,Etimesgut Air Base,39.949798584,32.6885986328,2653,AS,TR,TR-06,Ankara,medium_airport
ANL,AO-0005,,Andulo Airport,-11.472299575800001,16.710899353,,AF,AO,AO-BIE,,small_airport
ANM,FMNH,FMNH,Antsirabato Airport,-14.99940013885498,50.3202018737793,20,AF,MG,MG-D,,medium_airport
ANN,PANT,PANT,Annette Island Airport,55.04240036010742,-131.57200622558594,119,NA,US,US-AK,Annette,medium_airport
ANO,FQAG,FQAG,Angoche Airport,-16.181869506835938,39.94521713256836,121,AF,MZ,MZ-N,Angoche,small_airport
ANP,KANP,KANP,Lee Airport,38.942902,-76.568398,34,NA,US,US-MD,Annapolis,small_airport
ANQ,KANQ,KANQ,Tri State Steuben County Airport,41.639702,-85.083504,995,NA,US,US-IN,Angola,small_airport
ANR,EBAW,EBAW,Antwerp International Airport (Deurne),51.1893997192,4.46027994156,39,EU,BE,BE-VAN,Antwerp,medium_airport
ANS,SPHY,SPHY,Andahuaylas Airport,-13.706399917602539,-73.35040283203125,11300,SA,PE,PE-APU,Andahuaylas,small_airport
ANU,TAPA,TAPA,V.C. Bird International Airport,17.1367,-61.792702,62,NA,AG,AG-03,St. John's,medium_airport
ANV,PANV,PANV,Anvik Airport,62.646702,-160.190994,291,NA,US,US-AK,Anvik,medium_airport
ANW,KANW,KANW,Ainsworth Regional Airport,42.579201,-99.992995,2589,NA,US,US-NE,Ainsworth,small_airport
ANX,ENAN,ENAN,Andøya Airport,69.292503356934,16.144199371338,43,EU,NO,NO-18,Andenes,medium_airport
ANY,KANY,KANY,Anthony Municipal Airport,37.158501,-98.079597,1340,NA,US,US-KS,Anthony,small_airport
ANZ,ANZ,,Angus Downs Airport,-25.0325,132.2748,1724,OC,AU,AU-NT,Angus Downs Station,small_airport
AOB,AOB,,Annanberg Airport,-4.90416666667,144.635833333,130,OC,PG,PG-MPM,,small_airport
AOC,EDAC,EDAC,Altenburg-Nobitz Airport,50.981945,12.506389,640,EU,DE,DE-TH,Altenburg,medium_airport
AOD,AOD,,Abou-DeÃ¯a Airport,11.4773,19.2874,1592,AF,TD,TD-SA,Abou-DeÃ¯a,small_airport
AOE,LTBY,LTBY,Anadolu Airport,39.809898,30.5194,2588,AS,TR,TR-26,EskiÅŸehir,medium_airport
AOG,ZYAS,ZYAS,Anshan Air Base,41.105301,122.853996,,AS,CN,CN-21,Anshan,medium_airport
AOH,KAOH,KAOH,Lima Allen County Airport,40.706902,-84.026703,975,NA,US,US-OH,Lima,small_airport
AOI,LIPY,LIPY,Ancona Falconara Airport,43.616299,13.3623,49,EU,IT,IT-57,Ancona,medium_airport
AOJ,RJSA,RJSA,Aomori Airport,40.73469924926758,140.6909942626953,664,AS,JP,JP-02,Aomori,medium_airport
AOK,LGKP,LGKP,Karpathos Airport,35.4213981628418,27.145999908447266,66,EU,GR,GR-81,Karpathos Island,medium_airport
AOL,SARL,SARL,Paso De Los Libres Airport,-29.6894,-57.1521,230,SA,AR,AR-W,Paso de los Libres,medium_airport
AOM,OM-0002,,Adam Airport,22.4919444444,57.3838888889,1075,AS,OM,OM-DA,Adam,small_airport
AOO,KAOO,KAOO,Altoona Blair County Airport,40.29639816,-78.31999969,1503,NA,US,US-PA,Altoona,medium_airport
AOP,SPAS,SPAS,Alferez FAP Alfredo Vladimir Sara Bauer Airport,-2.79612994194,-76.46659851070001,728,SA,PE,PE-LOR,Andoas,small_airport
AOR,WMKA,WMKA,Sultan Abdul Halim Airport,6.189670085906982,100.39800262451172,15,AS,MY,MY-02,Alor Satar,medium_airport
AOT,LIMW,LIMW,Aosta Airport,45.738499,7.36872,1791,EU,IT,IT-23,Aosta,medium_airport
AOU,VLAP,VLAP,Attopeu Airport,14.793056,107.045278,344,AS,LA,LA-AT,Attopeu,small_airport
APA,KAPA,KAPA,Centennial Airport,39.57009888,-104.848999,5885,NA,US,US-CO,Denver,medium_airport
APB,SLAP,SLAP,Apolo Airport,-14.735600471496582,-68.41190338134766,4639,SA,BO,BO-L,Apolo,small_airport
APC,KAPC,KAPC,Napa County Airport,38.2132,-122.280998,35,NA,US,US-CA,Napa,small_airport
APE,SPAO,SPAO,San Juan Aposento Airport,-15.353899955749512,-75.16709899902344,23,SA,PE,PE-ICA,San Juan Aposento,small_airport
APF,KAPF,KAPF,Naples Municipal Airport,26.1525993347,-81.7752990723,8,NA,US,US-FL,Naples,medium_airport
APG,KAPG,KAPG,Phillips Army Air Field,39.466202,-76.1688,57,NA,US,US-MD,Aberdeen Proving Grounds(Aberdeen),medium_airport
APH,KAPH,KAPH,A P Hill AAF (Fort A P Hill) Airport,38.068902,-77.318298,220,NA,US,US-VA,Fort A. P. Hill,small_airport
API,SKAP,SKAP,Gomez Nino Apiay Air Base,4.07607,-73.5627,1207,SA,CO,CO-MET,Apiay,medium_airport
APK,NTGD,NTGD,Apataki Airport,-15.5736,-146.414993,8,OC,PF,PF-U-A,Apataki,small_airport
APL,FQNP,FQNP,Nampula Airport,-15.105600357055664,39.28179931640625,1444,AF,MZ,MZ-N,Nampula,medium_airport
APN,KAPN,KAPN,Alpena County Regional Airport,45.0780983,-83.56030273,690,NA,US,US-MI,Alpena,medium_airport
APO,SKLC,SKLC,Antonio Roldan Betancourt Airport,7.81196,-76.7164,46,SA,CO,CO-ANT,Carepa,medium_airport
APP,APP,,Asapa Airport,-8.97916666667,148.103611111,1930,OC,PG,PG-NPP,,small_airport
APQ,SNAL,SNAL,Arapiraca Airport,-9.775360107421875,-36.62919998168945,886,SA,BR,BR-AL,Arapiraca,small_airport
APR,APR,AYPE,April River Airport,-4.67666666667,142.540138889,220,OC,PG,PG-ESW,April River,small_airport
APS,SWNS,SWNS,Anapolis Airport,-16.3623008728,-48.9271011353,3648,SA,BR,BR-GO,Anapolis,small_airport
APT,KAPT,KAPT,Marion County Brown Field,35.060699,-85.585297,641,NA,US,US-TN,Jasper,small_airport
APU,SSAP,SSAP,Captain João Busse Airport,-23.609501,-51.384499,2641,SA,BR,BR-PR,Apucarana,small_airport
APV,KAPV,KAPV,Apple Valley Airport,34.575298309299995,-117.185997009,3062,NA,US,US-CA,Apple Valley,small_airport
APW,NSFA,NSFA,Faleolo International Airport,-13.829999923706055,-172.00799560546875,58,OC,WS,WS-AA,Apia,medium_airport
APX,SSOG,SSOG,Arapongas Airport,-23.3529,-51.491699,2599,SA,BR,BR-PR,Arapongas,small_airport
APY,SNAI,SNAI,Alto Parnaiba Airport,-9.083610534667969,-45.950557708740234,968,SA,BR,BR-MA,Alto Parnaiba,small_airport
APZ,SAHZ,SAHZ,Zapala Airport,-38.975498,-70.113602,3330,SA,AR,AR-Q,Zapala,medium_airport
AQA,SBAQ,SBAQ,Araraquara Airport,-21.812000274699997,-48.1329994202,2334,SA,BR,BR-SP,Araraquara,medium_airport
AQB,MGQC,MGQC,Santa Cruz del Quiche Airport,15.012200355529785,-91.15059661865234,6631,NA,GT,GT-QC,Santa Cruz del Quiche,small_airport
AQG,ZSAQ,ZSAQ,Anqing Tianzhushan Airport,30.582199,117.050003,,AS,CN,CN-34,Anqing,medium_airport
AQI,OEPA,OEPA,Al Qaisumah/Hafr Al Batin Airport,28.335199,46.125099,1174,AS,SA,SA-04,Qaisumah,medium_airport
AQJ,OJAQ,OJAQ,Aqaba King Hussein International Airport,29.611600875854492,35.01810073852539,175,AS,JO,JO-AQ,Aqaba,medium_airport
AQM,SWNI,SWNI,Nova Vida Airport,-10.178055763244629,-62.825557708740234,410,SA,BR,BR-RO,Ariquemes,small_airport
AQP,SPQU,SPQU,Rodriguez Ballon International Airport,-16.3411006927,-71.5830993652,8405,SA,PE,PE-ARE,Arequipa,medium_airport
AQY,AQY,,Girdwood Airport,60.966099,-149.126007,150,NA,US,US-AK,Girdwood,small_airport
ARA,KARA,KARA,Acadiana Regional Airport,30.0378,-91.883904,24,NA,US,US-LA,New Iberia,medium_airport
ARB,KARB,KARB,Ann Arbor Municipal Airport,42.2229995728,-83.74559783939999,839,NA,US,US-MI,Ann Arbor,small_airport
ARC,PARC,PARC,Arctic Village Airport,68.1147,-145.578995,2092,NA,US,US-AK,Arctic Village,medium_airport
ARD,WATM,WATM,Mali Airport,-8.132340431213379,124.59700012207031,10,AS,ID,ID-NT,Alor Island,small_airport
ARE,TJAB,TJAB,Antonio Nery Juarbe Pol Airport,18.4500007629,-66.6753005981,23,NA,PR,PR-U-A,Arecibo,medium_airport
ARF,SK-471,,Acaricuara Airport,0.533333,-70.133333,587,SA,CO,CO-VAU,Acaricuara,small_airport
ARG,KARG,KARG,Walnut Ridge Regional Airport,36.124667,-90.925111,279,NA,US,US-AR,Walnut Ridge,small_airport
ARH,ULAA,ULAA,Talagi Airport,64.60030364990234,40.71670150756836,62,EU,RU,RU-ARK,Archangelsk,medium_airport
ARI,SCAR,SCAR,Chacalluta Airport,-18.348499,-70.338699,167,SA,CL,CL-AP,Arica,medium_airport
ARJ,WAJA,WAJA,Arso Airport,-2.933332920074463,140.78334045410156,208,AS,ID,ID-PA,Arso-Papua Island,small_airport
ARK,HTAR,HTAR,Arusha Airport,-3.3677899837493896,36.63330078125,4550,AF,TZ,TZ-01,Arusha,medium_airport
ARL,DFER,DFER,Arly Airport,11.597000122070312,1.4830000400543213,761,AF,BF,BF-TAP,Arly,small_airport
ARM,YARM,YARM,Armidale Airport,-30.528099060099997,151.617004395,3556,OC,AU,AU-NSW,Armidale,medium_airport
ARN,ESSA,ESSA,Stockholm-Arlanda Airport,59.651901245117,17.918600082397,137,EU,SE,SE-AB,Stockholm,large_airport
ARO,SK-005,,Arboletes Airport,8.85705,-76.4244,13,SA,CO,CO-ANT,Arboletes,small_airport
ARP,ARP,,Aragip Airport,-9.88333333333,149.483333333,1750,OC,PG,PG-MBA,,small_airport
ARQ,CO-ARQ,SKAT,El Troncal Airport,7.02106,-71.388901,512,SA,CO,CO-ARA,Arauquita,small_airport
ARR,SAVR,SAVR,D. Casimiro Szlapelis Airport,-45.013599,-70.812202,2286,SA,AR,AR-U,Alto Rio Senguerr,small_airport
ARS,SJVO,SJVO,AragarÃ§as Airport,-15.8994,-52.2411,1061,SA,BR,BR-GO,AragarÃ§as,small_airport
ART,KART,KART,Watertown International Airport,43.99190139770508,-76.02169799804688,325,NA,US,US-NY,Watertown,medium_airport
ARU,SBAU,SBAU,AraÃ§atuba Airport,-21.1413002014,-50.4247016907,1361,SA,BR,BR-SP,AraÃ§atuba,medium_airport
ARV,KARV,KARV,Lakeland-Noble F. Lee Memorial field,45.92789841,-89.73090363,1629,NA,US,US-WI,Minocqua-Woodruff,small_airport
ARW,LRAR,LRAR,Arad International Airport,46.17660140991211,21.261999130249023,352,EU,RO,RO-AR,Arad,medium_airport
ARX,SBAC,SBAC,Aracati Airport,-4.568611,-37.804722,128,SA,BR,BR-CE,Aracati,medium_airport
ARY,YARA,YARA,Ararat Airport,-37.30939865112305,142.98899841308594,1008,OC,AU,AU-VIC,,medium_airport
ARZ,FNZE,FNZE,N'zeto Airport,-7.259439945220947,12.863100051879883,69,AF,AO,AO-ZAI,N'zeto,small_airport
ASA,HHSB,HHSB,Assab International Airport,13.071800231933594,42.64500045776367,46,AF,ER,ER-DK,Asab,medium_airport
ASB,UTAA,UTAA,Ashgabat International Airport,37.986801,58.361,692,AS,TM,TM-A,Ashgabat,large_airport
ASC,SLAS,SLAS,Ascencion De Guarayos Airport,-15.930299758911133,-63.156700134277344,807,SA,BO,BO-S,Ascension de Guarayos,small_airport
ASD,MYAF,MYAF,Andros Town Airport,24.697900772094727,-77.79560089111328,5,NA,BS,BS-NB,,medium_airport
ASE,KASE,KASE,Aspen-Pitkin Co/Sardy Field,39.22320175,-106.8690033,7820,NA,US,US-CO,Aspen,medium_airport
ASF,URWA,URWA,Astrakhan Airport,46.2832984924,48.0063018799,-65,EU,RU,RU-AST,Astrakhan,medium_airport
ASG,NZAS,NZAS,Ashburton Aerodrome,-43.90330123901367,171.7969970703125,302,OC,NZ,NZ-CAN,,small_airport
ASH,KASH,KASH,Nashua Airport / Boire Field,42.7817,-71.514801,199,NA,US,US-NH,Nashua,small_airport
ASI,FHAW,FHAW,RAF Ascension Island,-7.9696,-14.3937,278,AF,SH,SH-AC,Ascension Island,medium_airport
ASJ,RJKA,RJKA,Amami Airport,28.430599212646484,129.71299743652344,27,AS,JP,JP-46,Amami,medium_airport
ASK,DIYO,DIYO,Yamoussoukro Airport,6.9031701088,-5.36558008194,699,AF,CI,CI-07,Yamoussoukro,medium_airport
ASL,KASL,KASL,Harrison County Airport,32.5205001831,-94.307800293,357,NA,US,US-TX,Marshall,small_airport
ASM,HHAS,HHAS,Asmara International Airport,15.291899681091309,38.910701751708984,7661,AF,ER,ER-SK,Asmara,medium_airport
ASN,KASN,KASN,Talladega Municipal Airport,33.569900512699995,-86.05090332030001,529,NA,US,US-AL,Talladega,small_airport
ASO,HASO,HASO,Asosa Airport,10.018500328063965,34.586299896240234,5100,AF,ET,ET-BE,Asosa,medium_airport
ASP,YBAS,YBAS,Alice Springs Airport,-23.806699752807617,133.90199279785156,1789,OC,AU,AU-NT,Alice Springs,medium_airport
ASQ,K9U3,KTMT,Austin Airport,39.467998,-117.195,5730,NA,US,US-NV,Austin,small_airport
ASR,LTAU,LTAU,Kayseri Erkilet Airport,38.770401001,35.4953994751,3463,AS,TR,TR-38,Kayseri,medium_airport
ASS,FACC,FAAR,Arathusa Safari Lodge Airport,-24.744165,31.522499,1289,AF,ZA,ZA-NP,Arathusa,small_airport
AST,KAST,KAST,Astoria Regional Airport,46.158000946,-123.878997803,15,NA,US,US-OR,Astoria,medium_airport
ASU,SGAS,SGAS,Silvio Pettirossi International Airport,-25.239999771118164,-57.52000045776367,292,SA,PY,PY-11,Asuncion,medium_airport
ASV,HKAM,HKAM,Amboseli Airport,-2.645050048828125,37.25310134887695,3755,AF,KE,KE-700,Amboseli National Park,medium_airport
ASW,HESN,HESN,Aswan International Airport,23.9643993378,32.8199996948,662,AF,EG,EG-ASN,Aswan,medium_airport
ASX,KASX,KASX,John F Kennedy Memorial Airport,46.54850006,-90.91899872,827,NA,US,US-WI,Ashland,small_airport
ASY,KASY,KASY,Ashley Municipal Airport,46.0238990784,-99.3526000977,2032,NA,US,US-ND,Ashley,small_airport
ASZ,ASZ,,Asirim Airport,-6.009722222220001,150.368611111,1050,OC,PG,PG-WBK,,small_airport
ATA,SPHZ,SPHZ,Comandante FAP German Arias Graziani Airport,-9.347439765930176,-77.59839630126953,9097,SA,PE,PE-ANC,Anta,medium_airport
ATB,HSAT,HSAT,Atbara Airport,17.710344314575195,34.0570182800293,1181,AF,SD,SD-04,Atbara,small_airport
ATC,MYCA,MYCA,Arthur's Town Airport,24.6294,-75.673797,18,NA,BS,BS-CI,Arthur's Town,medium_airport
ATD,AGAT,AGAT,Uru Harbour Airport,-8.87333,161.011002,,OC,SB,SB-ML,Atoifi,small_airport
ATE,K80F,80F,Antlers Municipal Airport,34.1926002502,-95.6499023438,575,NA,US,US-OK,Antlers,small_airport
ATF,SEAM,SEAM,Chachoan Airport,-1.2120699882507324,-78.57460021972656,8502,SA,EC,EC-T,Ambato,medium_airport
ATG,OPMS,OPMS,Minhas Air Base,33.8690986633,72.4009017944,1023,AS,PK,PK-PB,Kamra,medium_airport
ATH,LGAV,LGAV,Eleftherios Venizelos International Airport,37.9364013672,23.9444999695,308,EU,GR,GR-A1,Athens,large_airport
ATI,SUAG,SUAG,Artigas International Airport,-30.400699615478516,-56.50790023803711,410,SA,UY,UY-AR,Artigas,small_airport
ATJ,FMME,FMME,Antsirabe Airport,-19.8392214824,47.063713073699994,4997,AF,MG,MG-T,Antsirabe,small_airport
ATK,PATQ,PATQ,Atqasuk Edward Burnell Sr Memorial Airport,70.46704,-157.436013,96,NA,US,US-AK,Atqasuk,medium_airport
ATL,KATL,KATL,Hartsfield Jackson Atlanta International Airport,33.6367,-84.428101,1026,NA,US,US-GA,Atlanta,large_airport
ATM,SBHT,SBHT,Altamira Airport,-3.2539100646973,-52.254001617432,369,SA,BR,BR-PA,Altamira,medium_airport
ATN,ATN,AYNX,Namatanai Airport,-3.6695,152.438,150,OC,PG,PG-NIK,Namatanai,small_airport
ATO,KUNI,KUNI,Ohio University Snyder Field,39.2109985352,-82.23139953610001,766,NA,US,US-OH,Athens/Albany,small_airport
ATP,ATP,AYAI,Aitape Airport,-3.1436111111100002,142.346805556,10,OC,PG,PG-SAN,Aitape,small_airport
ATQ,VIAR,VIAR,Sri Guru Ram Dass Jee International Airport,31.7096004486,74.7973022461,756,AS,IN,IN-PB,Amritsar,large_airport
ATR,GQPA,GQPA,Atar International Airport,20.506799697875977,-13.04319953918457,734,AF,MR,MR-07,Atar,medium_airport
ATS,KATS,KATS,Artesia Municipal Airport,32.8525009155,-104.468002319,3541,NA,US,US-NM,Artesia,small_airport
ATT,4A2,,Atmautluak Airport,60.866699,-162.272995,17,NA,US,US-AK,Atmautluak,small_airport
ATV,FTTI,FTTI,Ati Airport,13.238900184631348,18.31329917907715,1089,AF,TD,TD-BA,Ati,small_airport
ATW,KATW,KATW,Appleton International Airport,44.258098602299995,-88.5190963745,918,NA,US,US-WI,Appleton,small_airport
ATX,KZ-ATX,,Atbasar Airport,51.85169982910156,68.36329650878906,1010,AS,KZ,KZ-AKM,Atbasar,small_airport
ATY,KATY,KATY,Watertown Regional Airport,44.91400146,-97.15470123,1749,NA,US,US-SD,Watertown,medium_airport
ATZ,HEAT,HEAT,Asyut International Airport,27.046499,31.011999,772,AF,EG,EG-AST,Asyut,medium_airport
AUA,TNCA,TNCA,Queen Beatrix International Airport,12.5014,-70.015198,60,NA,AW,AW-U-A,Oranjestad,medium_airport
AUC,SKUC,SKUC,Santiago Perez Airport,7.06888,-70.7369,420,SA,CO,CO-ARA,Arauca,medium_airport
AUD,YAGD,YAGD,Augustus Downs Airport,-18.514999389648438,139.8780059814453,46,OC,AU,AU-QLD,,small_airport
AUE,EG-AUE,,Abu Rudeis Airport,28.89900016784668,33.20249938964844,39,AS,EG,EG-JS,Abu Rudeis,small_airport
AUF,LFLA,LFLA,Auxerre-Branches Airport,47.85020065307617,3.497109889984131,523,EU,FR,FR-BFC,Auxerre/Branches,medium_airport
AUG,KAUG,KAUG,Augusta State Airport,44.320598602299995,-69.7973022461,352,NA,US,US-ME,Augusta,medium_airport
AUH,OMAA,OMAA,Abu Dhabi International Airport,24.433000564575195,54.651100158691406,88,AS,AE,AE-AZ,Abu Dhabi,large_airport
AUI,AUI,AYND,Aua Island Airport,-1.46055555556,143.064722222,4,OC,PG,PG-MRL,Aua Island,small_airport
AUJ,AUJ,AYAT,Ambunti Airport,-4.21566666667,142.823166667,50,OC,PG,PG-ESW,Ambunti,small_airport
AUK,PAUK,PAUK,Alakanuk Airport,62.680042266799994,-164.659927368,10,NA,US,US-AK,Alakanuk,small_airport
AUL,MH-AUL,,Aur Island Airport,8.145279884338379,171.17300415039062,,OC,MH,MH-AUR,Aur Atoll,small_airport
AUM,KAUM,KAUM,Austin Municipal Airport,43.66500092,-92.93340302,1234,NA,US,US-MN,Austin,small_airport
